ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;debriefing_1;debriefing_2;debriefing_3;Display.RefreshRate;ExperimentVersion;Group;InstrucAllg.DEVICE;Intro.DEVICE;Intro2.DEVICE;RandomSeed;RuntimeCapabilities;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;StudioVersion;Counterbalance;CounterbalanceList;CounterbalanceList.Cycle;CounterbalanceList.Sample;InstrucSwitch.DEVICE;Intro4.DEVICE;Procedure[Counterbalance];Running[Counterbalance];Block;FdbSwitches.DEVICE;InstrucFlanker.DEVICE;InstrucSimon.DEVICE;MixedList;MixedList.Cycle;MixedList.Sample;PostList;PostList.Cycle;PostList.Sample;PreList;PreList.Cycle;PreList.Sample;Procedure[Block];Running[Block];Trial;BlockNr;ITIDuration;Procedure[Trial];Running[Trial];SwitchList;SwitchList.Cycle;SwitchList.Sample;SwitchTask.DEVICE;SwitchTask.RESP;SwitchTask.RT;SwitchTask.RTTime;TASK;TrainListFlankerPre20;TrainListFlankerPre20.Cycle;TrainListFlankerPre20.Sample;TrainListFlankerPre80;TrainListFlankerPre80.Cycle;TrainListFlankerPre80.Sample;TrainListSimonPre20;TrainListSimonPre20.Cycle;TrainListSimonPre20.Sample;TrainListSimonPre80;TrainListSimonPre80.Cycle;TrainListSimonPre80.Sample;LogLevel5;BlockTrial;Colour;COMP;CorrectResp;errormsg;Flanker;FlankerList20;FlankerList20.Cycle;FlankerList20.Sample;FlankerList50;FlankerList50.Cycle;FlankerList50.Sample;FlankerList80;FlankerList80.Cycle;FlankerList80.Sample;POS;Procedure[LogLevel5];Running[LogLevel5];Side;SimonList20;SimonList20.Cycle;SimonList20.Sample;SimonList50;SimonList50.Cycle;SimonList50.Sample;SimonList80;SimonList80.Cycle;SimonList80.Sample;Target;Target.ACC;Target.CRESP;Target.DEVICE;Target.RESP;Target.RT;TrialNr 
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;4;4;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;2;4;34;X;1;{BACKSLASH};Keyboard;{BACKSLASH};344;184
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;5;5;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;8;4;35;X;1;{BACKSLASH};Keyboard;{BACKSLASH};464;185
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;6;6;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;6;4;36;X;1;{BACKSLASH};Keyboard;{BACKSLASH};377;186
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;7;7;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;7;4;37;X;1;a;Keyboard;a;386;187
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;8;8;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;5;4;38;X;1;a;Keyboard;a;345;188
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;9;9;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;10;4;39;X;1;{BACKSLASH};Keyboard;{BACKSLASH};347;189
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;9;19;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;4;10;10;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;9;4;40;X;1;a;Keyboard;a;380;190
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;1;1;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;10;5;41;X;1;{BACKSLASH};Keyboard;{BACKSLASH};381;191
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;2;2;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;7;5;42;X;1;a;Keyboard;a;483;192
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;3;3;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;2;5;43;X;1;{BACKSLASH};Keyboard;{BACKSLASH};365;193
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;4;4;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;3;5;44;X;1;a;Keyboard;a;330;194
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;5;5;cyan;-1;{BACKSLASH};Fehler!;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;6;5;45;X;0;{BACKSLASH};Keyboard;a;397;195
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;6;6;cyan;-1;{BACKSLASH};Fehler!;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;4;5;46;X;0;{BACKSLASH};Keyboard;a;554;196
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;7;7;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;8;5;47;X;1;{BACKSLASH};Keyboard;{BACKSLASH};453;197
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;8;8;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;5;5;48;X;1;a;Keyboard;a;379;198
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;9;9;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList80;75%;;;;;;;9;5;49;X;1;a;Keyboard;a;371;199
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;10;20;;TrainSimonProc80;TrainListSimonPre80;;;;;;;;;;;;;;;;;;1;1;5;10;10;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList80;25%;;;;;;;1;5;50;X;1;a;Keyboard;a;344;200
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;3;Keyboard;;;1;1;1;;;;;;;BlockProc;MixedList;1;21;100;SwitchProc;SwitchList;2;1;1;Keyboard;;0;0;Simon;;;;;;;;;;;;;1;1;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList50;25%;;;;10;1;1;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};795;201
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;3;Keyboard;;;1;1;1;;;;;;;BlockProc;MixedList;2;22;1000;SwitchProc;SwitchList;3;1;2;Keyboard;;0;0;Flanker;;;;;;;;;;;;;1;1;white;-1;{BACKSLASH};;S;;;;7;1;1;;;;;TrialProc;FlankerList50;50%;;;;;;;;;;H;1;{BACKSLASH};Keyboard;{BACKSLASH};754;202
SeminarExperimentWS2324;1;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">12480374022308</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-28T13:21:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1-1;;;;60.011;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-798238225;Full;3.0.3.214;3.0.3.214;10-28-2023;28.10.2023 13:21;15:21:58;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;3;Keyboard;;;1;1;1;;;;;;;BlockProc;MixedList;3;23;100;SwitchProc;SwitchList;2;1;3;Keyboard;;0;0;Simon;;;;;;;;;;;;;1;1;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList50;75%;;;;6;1;2;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};560;203
